Model,One-step(S1),Two-step(S2),Three-step(S3),Understanding and Conversion of Units,Angles and Length,Calculation of Plane Figures,Understanding of Plane Figures,Calculation of Solid Figures,Understanding of Solid Figures,Basic Transformations of Figures,Cutting and Combining of Figures,Direction,Position,Route Map,Correspondence of Coordinates and Positions
internvl2,62.30%,43.33%,29.70%,67.76%,15.96%,68.89%,59.25%,73.19%,59.94%,49.71%,57.41%,69.05%,65.84%,40.66%,63.33%
