Model,One-step(S1),Two-step(S2),Three-step(S3),Understanding and Conversion of Units,Angles and Length,Calculation of Plane Figures,Understanding of Plane Figures,Calculation of Solid Figures,Understanding of Solid Figures,Basic Transformations of Figures,Cutting and Combining of Figures,Direction,Position,Route Map,Correspondence of Coordinates and Positions
internvl2,57.70%,42.50%,34.55%,67.06%,21.23%,65.22%,50.95%,70.00%,56.00%,45.17%,48.47%,64.76%,46.37%,51.37%,53.33%
